50,0.0014455,0.00048,0.000503,1
50,184.0225073,183.797758,184.418451,2
50,3.762558,3.741601,3.775544,3
50,0.1048554,0.096134,0.107778,4
40,0.0003842,0.000345,0.000415,1
40,122.2403252,122.182358,122.508445,2
40,3.3987117,3.367998,3.430321,3
40,0.0499638,0.04822,0.049861,4
30,0.0002394,0.000213,0.00023,1
30,85.8197243,85.512242,85.980888,2
30,3.0471265,3.044791,3.095595,3
30,0.0180016,0.016349,0.019816,4
20,0.0004043,0.000407,0.000439,1
20,56.3271803,55.046158,56.709621,2
20,2.5703044,2.566229,2.588019,3
20,0.0081685,0.007739,0.009039,4
10,0.0001996,0.000169,0.000187,1
10,30.8127873,30.250807,31.188347,2
10,2.1080168,2.092808,2.120587,3
10,0.0047771,0.004063,0.005054,4
